id	filename	md5	size	state
50d953fd-e492-425f-a8fd-31ae730cd577	nationwidechildrens.org_clinical.TCGA-BG-A0MK.xml	e4c5eeec0faffc1e23b46390f298a550	42023	released
cbbc9123-c669-4c55-adcc-21bb94a04158	nationwidechildrens.org_clinical.TCGA-A5-A2K7.xml	435b04b840796edd0ff7f50cbabb934c	60533	released
c87cf2d5-6b02-4289-8870-6368e4d4ed68	nationwidechildrens.org_clinical.TCGA-QF-A5YT.xml	31190eaac226b5694886b626decc092a	51987	released
18a36210-4847-48ca-836e-7d15452f9bd8	nationwidechildrens.org_clinical.TCGA-B5-A0K8.xml	4ebfa3bc985fa8679f2c034dd7414a0b	45074	released
021e496f-7657-4cbd-9c19-db22e6a50b11	nationwidechildrens.org_clinical.TCGA-EO-A1Y8.xml	bb443d99985cc501baa65bd8203a96d9	42498	released
5ecab9e0-d3b1-4828-a8bc-c58999c72ee3	nationwidechildrens.org_clinical.TCGA-FI-A2D0.xml	469d24e0742ea0243f1a608839915c0d	42793	released
affa3b2c-6d28-4896-97fe-da909eeecc24	nationwidechildrens.org_clinical.TCGA-B5-A0JX.xml	39c9e1f1d4677af23a300e0d885db03c	42664	released
0114ce98-6ab9-4edc-a33a-eaa6ef0f1e99	nationwidechildrens.org_clinical.TCGA-EO-A22U.xml	712db06f1b68a6f0170ee4f940d52714	37648	released
56d91ad9-b652-4bb5-8804-7a553a3f63c6	nationwidechildrens.org_clinical.TCGA-DI-A1BU.xml	492227f029043eb604f9a2d542cb7d8a	50400	released
c2c7e848-0acd-46df-bc0d-b87ab783ee24	nationwidechildrens.org_clinical.TCGA-AP-A0LP.xml	370aafa584763046880a349d0096e652	47706	released
920041ac-64b4-40e4-87d4-c9a381f51333	nationwidechildrens.org_clinical.TCGA-AP-A0LE.xml	bd2376662918971695b67b0dc592ace8	46048	released
f8532cc5-89fb-4e67-b424-ee535f3bb38d	nationwidechildrens.org_clinical.TCGA-AJ-A3BH.xml	45b0621024e77457295f035f2df9d000	22573	released
1fc0ee6a-8e53-4e06-9c2e-369a92d0a236	nationwidechildrens.org_clinical.TCGA-AP-A0LM.xml	c877f8b97eab9cbcfd079a9dd25ac712	42740	released
247d21ac-b73b-46b8-af54-3fca1fa2113a	nationwidechildrens.org_clinical.TCGA-AX-A2IO.xml	1f1af7278322bf6d347a9f287c85cbc0	42942	released
a1baaea2-3f37-49e2-9de1-9e2ba807279b	nationwidechildrens.org_clinical.TCGA-B5-A1MV.xml	dffd49fa627a6159aee03c79856a2e0e	42841	released
cc224025-b5d6-4802-91fc-2346dbfc462f	nationwidechildrens.org_clinical.TCGA-A5-A1OF.xml	1c7fb7888ba8a559a8f608318a4de0f6	48097	released
b7ef65b9-d421-4eb1-a5b0-d7eea3285a66	nationwidechildrens.org_clinical.TCGA-AX-A0IZ.xml	1a556d9f95822f391456af18f22464be	40882	released
9f96e4eb-c837-4d61-8f74-cfa9e52e2026	nationwidechildrens.org_clinical.TCGA-EO-A3AZ.xml	019cf3616437a32c0548964d876bda00	42961	released
a085f9e3-5d1a-4268-92d4-67f925d7188b	nationwidechildrens.org_clinical.TCGA-AP-A0LT.xml	b992927312a3e58908386db71fae3243	46134	released
25ef7ad8-e590-46c3-9723-b5501ec200d7	nationwidechildrens.org_clinical.TCGA-BK-A0CC.xml	d1ab7df7b1f44730bcfd410e86240644	59708	released
020f3764-b0cb-45a9-a36a-661592b08bcc	nationwidechildrens.org_clinical.TCGA-BK-A0CB.xml	7d9e252bf5e1c2d1e5f8338ceb07e348	53803	released
2a536015-3b60-4719-b4d1-ad4de8c2afcb	nationwidechildrens.org_clinical.TCGA-DF-A2KR.xml	69d3669cb0b3114ec52164384b719bc8	46143	released
894ffaca-fff4-4463-91e0-d05ab87f3bf4	nationwidechildrens.org_clinical.TCGA-AJ-A8CV.xml	2b8cf3918661d22cc83a31262c14d069	36488	released
30eaf3e7-7c7d-40e1-8e15-c5aab2f3179f	nationwidechildrens.org_clinical.TCGA-AX-A2HJ.xml	c2d1db1eaab162a22536df9e078f237e	42449	released
f0b95e0b-4fcc-433b-acc1-2321eb74ef3a	nationwidechildrens.org_clinical.TCGA-AX-A1CA.xml	d988f96d809f3b4cc0dca6b91badb347	64570	released
3e2410ad-e030-4c0d-ac05-750993679fc1	nationwidechildrens.org_clinical.TCGA-B5-A1MY.xml	8425ccdb2a6f9ab25f651f19896e7830	55274	released
ec088e0b-8247-4697-b286-2a05b03241fe	nationwidechildrens.org_clinical.TCGA-BG-A18C.xml	6ee6d8c9726ac46a20eea59da203b92d	32773	released
c50ea2a4-9bb9-482a-b721-5488a869d09e	nationwidechildrens.org_clinical.TCGA-D1-A16I.xml	f4fbb40bce28af495bceb7307a805596	37910	released
41f8a7a4-6cbb-4659-b3aa-75c8b527dde2	nationwidechildrens.org_clinical.TCGA-EY-A54A.xml	e25497a7360d94fa00a00a830c4396c7	53081	released
f773a648-0b9d-471f-abf2-a8b39f9ec671	nationwidechildrens.org_clinical.TCGA-AP-A0LV.xml	0c63d5dfb84640e7e2bd97733cbb83f7	41146	released
d27d2272-4dbe-42b7-a30f-141ead95e320	nationwidechildrens.org_clinical.TCGA-AX-A05W.xml	9797505fba216612ac5b6bd2395c6f7b	41008	released
574c6047-0a4f-438c-b60e-75d12c9a453e	nationwidechildrens.org_clinical.TCGA-EO-A1Y5.xml	5fcdd13d38281bb2d0d8569b06dcd914	58766	released
6f30a5e8-2d81-487c-a437-9ab04ae934b7	nationwidechildrens.org_clinical.TCGA-EY-A72D.xml	35f4a8912e6f3839ac7c87293b32bd24	36486	released
811ce159-2945-4fb4-968d-ab32e83f8342	nationwidechildrens.org_clinical.TCGA-AX-A3FT.xml	a475fa440e21732b4ed39d5189e0db5d	32337	released
a4811434-f78a-42bc-949f-efc61d539863	nationwidechildrens.org_clinical.TCGA-BG-A0M0.xml	f5955749fdf2520bb961283c2090165f	32926	released
668ea362-2835-4ebd-a381-4276264dbcb9	nationwidechildrens.org_clinical.TCGA-D1-A102.xml	2e33fd3b259fb16b3b1d0c312c9c114f	32968	released
e0ce3d19-fb55-48d1-b2b1-6a73f5d70912	nationwidechildrens.org_clinical.TCGA-A5-A0G2.xml	1f4ad2c177237cf9430f33782040aa31	46590	released
e7666132-fd5e-4693-ba56-d988dfeaf723	nationwidechildrens.org_clinical.TCGA-AP-A051.xml	436932eec01f6aa902468b2db7587c78	46087	released
49b081b0-e564-4b4f-a617-76a4b6562429	nationwidechildrens.org_clinical.TCGA-A5-A2K5.xml	d5ff40128eec8b7fb9c3e43cdd86f0dc	47800	released
87b46b86-71b2-4eff-8b0c-5bef0f1a064f	nationwidechildrens.org_clinical.TCGA-EY-A2ON.xml	e4c1de0ce62604c380f9240a6e0bd426	65786	released
09e88241-c5eb-4d7e-80aa-f92ac47ea3a9	nationwidechildrens.org_clinical.TCGA-EO-A3AY.xml	33ef1e795fef7337a4fde4c1fd27789b	43024	released
e9d48814-d3aa-4f3a-b74f-a6347c31d7b7	nationwidechildrens.org_clinical.TCGA-BG-A186.xml	6f723dd4d5e5288311592571460c1c5b	32726	released
7e18024f-f614-4a2b-b62e-03f5e0cfb940	nationwidechildrens.org_clinical.TCGA-B5-A11Z.xml	10bd63e110ca07b7c15028e9e5da1d33	32719	released
652c537f-6c0b-4031-ada7-a52c0fa3de6a	nationwidechildrens.org_clinical.TCGA-AP-A1DR.xml	f9123b920de77fa434ee6e9a97df97d6	66332	released
72692c86-27f4-44c0-8b9e-98224a23e147	nationwidechildrens.org_clinical.TCGA-BG-A3EW.xml	93634ded4536e5485ed7983da911cc9e	42161	released
3405f71e-b3d1-474e-a1ad-c3b1e1761284	nationwidechildrens.org_clinical.TCGA-AX-A063.xml	838a17031be599abd8b8fb8cf3774acc	40953	released
c6e5eac7-10ff-44df-b3f1-422223d4305e	nationwidechildrens.org_clinical.TCGA-BG-A0RY.xml	53ae1a3bd711e64cc1823905c15c94ac	32995	released
8fbbc346-8f61-4c92-80f2-c4cb15b3b42a	nationwidechildrens.org_clinical.TCGA-PG-A916.xml	f6978cc9ebf691d61de12d63c76901e4	36878	released
a5e8ac74-189e-4669-b690-a0f099cf5d26	nationwidechildrens.org_clinical.TCGA-AX-A3G1.xml	5c2de546a92ef77d816b4bf8293f2bb8	32416	released
f35d8643-52c9-4c10-8faa-ad6a58b4e4c4	nationwidechildrens.org_clinical.TCGA-DF-A2KS.xml	8db1e307f9c8bfecf24ae010ab63efe8	56535	released
98ab2122-f35e-44d8-8b47-f8bf450a0a7d	nationwidechildrens.org_clinical.TCGA-AP-A05J.xml	e91c3092793cc456b28e88417ba47333	58531	released
139f58ec-0d2e-45a2-96df-39d5b8aac531	nationwidechildrens.org_clinical.TCGA-B5-A11R.xml	da313351f80de461dd55c8154f9a3249	59927	released
b5191d25-7879-4320-8bc1-ba5eeeaa8116	nationwidechildrens.org_clinical.TCGA-B5-A0JT.xml	3d4a0db923cc7008451a525bbcd28da6	48735	released
7048c61f-8366-4251-aaa6-25c0b9e9ba25	nationwidechildrens.org_clinical.TCGA-B5-A11S.xml	0e6d6728adb6f7a5d5c380dd3eb4e5ca	43133	released
5970ce6b-7034-46e1-be17-b8fdad04d619	nationwidechildrens.org_clinical.TCGA-BG-A0MT.xml	13c1ab02e3732586122deab9be7b8ac5	33014	released
0becc4e7-6dae-4424-b5b0-0736f0c49762	nationwidechildrens.org_clinical.TCGA-E6-A1LX.xml	94b8dceaead50e58f1a0f3d452792336	37916	released
155085da-2301-4b55-bb06-a12167f8e8df	nationwidechildrens.org_clinical.TCGA-D1-A0ZQ.xml	bf7ad48316030eee0639af247ffc342c	33139	released
f0d22194-7db7-47be-a44e-f34b0f0220f6	nationwidechildrens.org_clinical.TCGA-BS-A0VI.xml	868a7ddb4eb07d1ab93cab9074190150	43056	released
f018e1d3-5bfe-4971-af93-1a5ec4317405	nationwidechildrens.org_clinical.TCGA-BG-A0M3.xml	4db11ee7b9c391bd54149dd24be2dd61	37936	released
bf4ee4bf-335e-4248-a60d-48b12d7524f3	nationwidechildrens.org_clinical.TCGA-AJ-A3NF.xml	3907301d6879843e919d3274e964d9e8	48296	released
5d3afa79-ad31-4ad8-9d42-c06623001505	nationwidechildrens.org_clinical.TCGA-EO-A3L0.xml	dea64a9ff0e0fcf8b03d449893e35bec	47555	released
fac33389-76e9-4ed1-abcf-119fcbd5cd72	nationwidechildrens.org_clinical.TCGA-AJ-A3EJ.xml	54878af08ca9d31e92933c56728d3379	32828	released
ceee2ddb-2317-4f03-a6da-a69156fdff17	nationwidechildrens.org_clinical.TCGA-BK-A13C.xml	c2328df29a35899cdd2d6f039e9671f7	43012	released
e1707597-6f7c-4399-9c63-71a04db66982	nationwidechildrens.org_clinical.TCGA-D1-A2G7.xml	97407fe0560f1b15943218ef6fbb8b0b	33025	released
b9d0c00b-9c2f-44b1-a131-c1638fa1a01e	nationwidechildrens.org_clinical.TCGA-B5-A5OD.xml	2111dcc8b5cb3c3557134d1d5fe8f52a	52095	released
b6e460be-e62b-4ad9-b439-b23d5bd373f4	nationwidechildrens.org_clinical.TCGA-KP-A3W3.xml	97f11cb2ff1fba583de08be0f4c42009	30525	released
0f3453ee-6b4a-4338-97e8-cff818d5d275	nationwidechildrens.org_clinical.TCGA-B5-A0JZ.xml	4ac877cb8209f68880c80c3e20c89215	65489	released
d48ead8c-3bf9-4040-a0ce-c5813d4a2f6b	nationwidechildrens.org_clinical.TCGA-EY-A1GM.xml	90bb08c177211aa43dca3176b94a4b80	55511	released
dc258369-e4a5-4dbe-8c5f-d384693b7abc	nationwidechildrens.org_clinical.TCGA-D1-A2G6.xml	44d52368bab40f46d0f630810371dffa	23013	released
9c8e83a0-8744-462d-88b7-62f35ed31f99	nationwidechildrens.org_clinical.TCGA-D1-A17S.xml	13a77b4b59b21e96a4554b8f40f09e48	32877	released
8bc90db4-2591-4047-8df3-8a9a98c40d89	nationwidechildrens.org_clinical.TCGA-AX-A0J0.xml	5fea3311b69e56b782c74aa9c9a416d1	31321	released
38248188-a77e-4f14-bf70-6e08cf3ffde6	nationwidechildrens.org_clinical.TCGA-AX-A0IU.xml	c051ad640866547924d6787c5c5b4dd4	52837	released
d9d109d6-bb50-4df1-9185-1d35982ce9ca	nationwidechildrens.org_clinical.TCGA-B5-A1MX.xml	0bac5965e83a2915c11433603979d77f	53931	released
603e967d-6b74-4ef7-88a4-4630edf0943f	nationwidechildrens.org_clinical.TCGA-AX-A0J1.xml	13b28db2ab9b3afa62be9613fa9a05e5	41020	released
3bd86a93-da28-4c4f-976e-62281a38671e	nationwidechildrens.org_clinical.TCGA-E6-A1M0.xml	6a167048839c0acd07eaa8e4e151f51d	55625	released
0d9267ef-df7b-4a82-9c1c-190bbe29a162	nationwidechildrens.org_clinical.TCGA-AP-A052.xml	dde65ee380920b76f5745a1cbe0f4465	56817	released
f2daffb2-8b10-4e44-935c-0aa3486df406	nationwidechildrens.org_clinical.TCGA-D1-A163.xml	9264ef7043b1be70e4b363a0b41725db	65794	released
da31521f-3f55-4175-b9fd-9a1c5a8da1bb	nationwidechildrens.org_clinical.TCGA-AJ-A4ZG.xml	bc263a34413e87254c087fbbc9c0c9de	58506	released
009fec90-4086-4174-9142-f5e4982018f6	nationwidechildrens.org_clinical.TCGA-A5-AB3J.xml	c6118704b6ba60da26b5a1b6d0049f85	63517	released
3992f503-22ea-4eac-a3d1-fa27c8768429	nationwidechildrens.org_clinical.TCGA-BS-A0TA.xml	bc44940e33b94047bec43ff3380a46e5	82120	released
84b61277-9445-4985-9801-2a7e2345b21f	nationwidechildrens.org_clinical.TCGA-BS-A0UL.xml	5f82e9836dfb4632620af5f6ad8cafe6	32676	released
f275dcd7-383e-4c16-bf26-7d46d8b21018	nationwidechildrens.org_clinical.TCGA-AJ-A3NE.xml	ac3c48a826f3e8edd728ce913b93e020	32959	released
c0fe3340-ffa8-410b-b5b1-d17d0ee05bfc	nationwidechildrens.org_clinical.TCGA-EY-A1GI.xml	52d43d2fed1e7dcc7123b694e202a48c	37917	released
bb153f0f-261c-4154-bacd-d9e401683ec0	nationwidechildrens.org_clinical.TCGA-BK-A26L.xml	29f88feb68f35b2c7f4db9aa76c78904	65927	released
5e183cb9-b769-4aa5-8944-360686f29188	nationwidechildrens.org_clinical.TCGA-B5-A1N2.xml	ad300598a09309ce4611014e3afecc25	60513	released
